"province_name","city_name","district_name","jt_province_name","jt_city_name","jt_city_code","jt_district_name","jt_area_code","wc_state_code"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","LOURA","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","LAURA-TAM","TAM004","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","WEWEWA UTARA","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","WEWEWA UTARA","TAM008","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","WEWEWA TIMUR","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","WEWEWA TIMUR","TAM007","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","WEWEWA BARAT","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","WEWEWA BARAT","TAM005","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","WEWEWA SELATAN","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","WEWEWA SELATAN","TAM006","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","KODI BANGEDO","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","KODI BANGEDO","TAM002","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","KODI","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","KODI-TAM","TAM001","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","KODI UTARA","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","KODI UTARA","TAM003","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","KOTA TAMBOLAKA","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","KOTA TAMBOLAKA","TAM010","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","WEWEWA TENGAH","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","WEWEWA TENGAH","TAM011","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA BARAT DAYA","KODI BALAGHAR","NUSA TENGGARA TIMUR","TAMBOLAKA","TAM","KODI BALAGHAR","TAM009","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TENGAH","KATIKU TANA","NUSA TENGGARA TIMUR","WAIBAKUL","WAB","KATIKUTANA","WAB001","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TENGAH","UMBU RATU NGGAY BARAT","NUSA TENGGARA TIMUR","WAIBAKUL","WAB","UMBU RATU NGGAY BARAT","WAB005","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TENGAH","MAMBORO","NUSA TENGGARA TIMUR","WAIBAKUL","WAB","MAMBORO","WAB003","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TENGAH","UMBU RATU NGGAY","NUSA TENGGARA TIMUR","WAIBAKUL","WAB","UMBU RATU NGGAY","WAB004","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TENGAH","KATIKU TANA SELATAN","NUSA TENGGARA TIMUR","WAIBAKUL","WAB","KATIKUNA SELATAN","WAB002","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KOTA WAINGAPU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","WAINGAPU","WGP001","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","HAHARU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","HAHARU","WGP002","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","LEWA","NUSA TENGGARA TIMUR","WAINGAPU","WGP","LEWA","WGP007","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","NGGAHA ORI ANGU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","NGGAHA ORIANGU","WGP012","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","TABUNDUNG","NUSA TENGGARA TIMUR","WAINGAPU","WGP","TABUNDUNG","WGP018","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PINU PAHAR","NUSA TENGGARA TIMUR","WAINGAPU","WGP","PINUPAHAR","WGP016","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PANDAWAI","NUSA TENGGARA TIMUR","WAINGAPU","WGP","PANDAWAI","WGP015","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","UMALULU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","UMALULU","WGP019","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","RINDI","NUSA TENGGARA TIMUR","WAINGAPU","WGP","RINDI","WGP017","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PAHUNGA LODU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","PAHUNGA LODU","WGP014","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","WULLA WAIJELU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","WULA WAIJELU","WGP020","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PABERIWAI","NUSA TENGGARA TIMUR","WAINGAPU","WGP","PABERIWAI","WGP013","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KARERA","NUSA TENGGARA TIMUR","WAINGAPU","WGP","KARERA","WGP005","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KAHAUNGU ETI","NUSA TENGGARA TIMUR","WAINGAPU","WGP","KAHAUNGWETI","WGP003","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","MATAWAI LA PAWU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","MATAWAI LAPPAU","WGP010","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KAMBERA","NUSA TENGGARA TIMUR","WAINGAPU","WGP","KAMBERA","WGP004","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KAMBATA MAPAMBUHANG","NUSA TENGGARA TIMUR","WAINGAPU","WGP","KAMBATA MAPAMBUHANG","WGP021","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","LEWA TIDAHU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","LEWA TIDAHU","WGP008","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KATALA HAMU LINGU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","KATALA HAMU LINGU","WGP006","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KANATANG","NUSA TENGGARA TIMUR","WAINGAPU","WGP","KANATANG","WGP022","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","NGADU NGALA","NUSA TENGGARA TIMUR","WAINGAPU","WGP","NGADU NGALA","WGP011","NT"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","MAHU","NUSA TENGGARA TIMUR","WAINGAPU","WGP","MAHU","WGP009","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MIOMAFO TIMUR","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","MIOMAFFO TIMUR","KEF019","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MIOMAFO BARAT","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","MIOMAFFO BARAT","KEF017","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI SELATAN","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIBOKI SELATAN","KEF004","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","NOEMUTI","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","NOEMUTI","KEF023","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","KOTA KEFAMENANU","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","KOTA KEFAMENANU","KEF016","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI UTARA","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIBOKI UTARA","KEF006","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI ANLEU","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIBOKI ANLEU","KEF001","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","INSANA","KEF011","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA UTARA","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","INSANA UTARA","KEF015","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","NOEMUTI TIMUR","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","NOEMUTI TIMUR","KEF024","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MIOMAFFO TENGAH","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","MIOMAFFO TENGAH","KEF018","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MUSI","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","MUSI","KEF020","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MUTIS","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","MUTIS","KEF021","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI SELATAN","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIKOMI SELATAN","KEF008","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI TENGAH","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIKOMI TENGAH","KEF009","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI NILULAT","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIKOMI NILULAT","KEF007","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI UTARA","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIKOMI UTARA","KEF010","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","NAIBENU","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","NAIBENU","KEF022","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA FAFINESU","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","INSANA FAFINESU","KEF013","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA BARAT","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","INSANA BARAT","KEF012","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA TENGAH","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","INSANA TENGAH","KEF014","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI TAN PAH","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIBOKI TAN PAH","KEF005","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI MOENLEU","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIBOKI MOENLEU","KEF003","NT"
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI FEOTLEU","NUSA TENGGARA TIMUR","TIMOR TENGAH UTARA","KEF","BIBOKI FEOTLEU","KEF002","NT"
"NUSA TENGGARA TIMUR","KOTA KUPANG","ALAK","NUSA TENGGARA TIMUR","KUPANG","KOE","ALAK","KOE001","NT"
"NUSA TENGGARA TIMUR","KOTA KUPANG","MAULAFA","NUSA TENGGARA TIMUR","KUPANG","KOE","MAULAFA","KOE024","NT"
"NUSA TENGGARA TIMUR","KOTA KUPANG","KELAPA LIMA","NUSA TENGGARA TIMUR","KUPANG","KOE","KELAPA LIMA","KOE026","NT"
"NUSA TENGGARA TIMUR","KOTA KUPANG","OEBOBO","NUSA TENGGARA TIMUR","KUPANG","KOE","OEBOBO","KOE025","NT"
"NUSA TENGGARA TIMUR","KOTA KUPANG","KOTA RAJA","NUSA TENGGARA TIMUR","KUPANG","KOE","KOTA RAJA","KOE030","NT"
"NUSA TENGGARA TIMUR","KOTA KUPANG","KOTA LAMA","NUSA TENGGARA TIMUR","KUPANG","KOE","KOTA LAMA","KOE028","NT"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKSIBIL","PAPUA","PEGUNUNGAN BINTANG","OKS","OKSIBIL","OKS009","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","KIWIROK","PAPUA","PEGUNUNGAN BINTANG","OKS","KIWIROK","OKS006","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKBIBAB","PAPUA","PEGUNUNGAN BINTANG","OKS","OKBIBAB","OKS008","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","IWUR","PAPUA","PEGUNUNGAN BINTANG","OKS","IWUR","OKS005","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","BATOM","PAPUA","PEGUNUNGAN BINTANG","OKS","BATOM","OKS002","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","BORME","PAPUA","PEGUNUNGAN BINTANG","OKS","BORME","OKS004","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","KIWIROK TIMUR","PAPUA","PEGUNUNGAN BINTANG","OKS","KIWIROK TIMUR","OKS007","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","ABOY","PAPUA","PEGUNUNGAN BINTANG","OKS","ABOY","OKS001","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","PEPERA","PAPUA","PEGUNUNGAN BINTANG","OKS","PEPERA","OKS010","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","BIME","PAPUA","PEGUNUNGAN BINTANG","OKS","BIME","OKS003","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","ALEMSOM","PAPUA","PEGUNUNGAN BINTANG","OKS","ALEMSOM","OKS012","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKBAPE","PAPUA","PEGUNUNGAN BINTANG","OKS","OKBAPE","OKS025","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","KALOMDOL","PAPUA","PEGUNUNGAN BINTANG","OKS","KALOMDOL","OKS017","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKSOP","PAPUA","PEGUNUNGAN BINTANG","OKS","OKSOP","OKS031","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","SERAMBAKON","PAPUA","PEGUNUNGAN BINTANG","OKS","SERAMBAKON","OKS033","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OK AOM","PAPUA","PEGUNUNGAN BINTANG","OKS","OK AOM","OKS023","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","KAWOR","PAPUA","PEGUNUNGAN BINTANG","OKS","KAWOR","OKS018","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","AWINBON","PAPUA","PEGUNUNGAN BINTANG","OKS","AWINBON","OKS013","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","TARUP","PAPUA","PEGUNUNGAN BINTANG","OKS","TARUP","OKS034","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKHIKA","PAPUA","PEGUNUNGAN BINTANG","OKS","OKHIKA","OKS027","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKSAMOL","PAPUA","PEGUNUNGAN BINTANG","OKS","OKSAMOL","OKS029","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKLIP","PAPUA","PEGUNUNGAN BINTANG","OKS","OKLIP","OKS028","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKBEMTAU","PAPUA","PEGUNUNGAN BINTANG","OKS","OKBEMTAU","OKS026","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKSEBANG","PAPUA","PEGUNUNGAN BINTANG","OKS","OKSEBANG","OKS030","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","OKBAB","PAPUA","PEGUNUNGAN BINTANG","OKS","OKBAB","OKS024","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","BATANI","PAPUA","PEGUNUNGAN BINTANG","OKS","BATANI","OKS014","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","WEIME","PAPUA","PEGUNUNGAN BINTANG","OKS","WEIME","OKS019","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","MURKIM","PAPUA","PEGUNUNGAN BINTANG","OKS","MURKIM","OKS021","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","MOFINOP","PAPUA","PEGUNUNGAN BINTANG","OKS","MOFINOP","OKS020","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","JETFA","PAPUA","PEGUNUNGAN BINTANG","OKS","JETFA","OKS016","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","TEIRAPLU","PAPUA","PEGUNUNGAN BINTANG","OKS","TEIRAPLU","OKS011","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","EIPUMEK","PAPUA","PEGUNUNGAN BINTANG","OKS","EIPUMEK","OKS015","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","PAMEK","PAPUA","PEGUNUNGAN BINTANG","OKS","PAMEK","OKS032","PA"
"PAPUA","KAB PEGUNUNGAN BINTANG","NONGME","PAPUA","PEGUNUNGAN BINTANG","OKS","NONGME","OKS022","PA"
"PAPUA","KAB. ASMAT","AGATS","PAPUA","ASMAT","AGT","AGATS","AGT001","PA"
"PAPUA","KAB. ASMAT","ATSJ","PAPUA","ASMAT","AGT","ATSY","AGT003","PA"
"PAPUA","KAB. ASMAT","SAWA ERMA","PAPUA","ASMAT","AGT","SAWA ERMA","AGT006","PA"
"PAPUA","KAB. ASMAT","AKAT","PAPUA","ASMAT","AGT","AKAT","AGT002","PA"
"PAPUA","KAB. ASMAT","FAYIT","PAPUA","ASMAT","AGT","FAYIT","AGT004","PA"
"PAPUA","KAB. ASMAT","PANTAI KASUARI","PAPUA","ASMAT","AGT","PANTAI KASUARI","AGT005","PA"
"PAPUA","KAB. ASMAT","SUATOR","PAPUA","ASMAT","AGT","SUATOR","AGT007","PA"
"PAPUA","KAB. ASMAT","SURU-SURU","PAPUA","ASMAT","AGT","SURU-SURU","AGT009","PA"
"PAPUA","KAB. ASMAT","KOLF BRAZA","PAPUA","ASMAT","AGT","KOLF BRAZA","AGT008","PA"
"PAPUA","KAB. ASMAT","UNIR SIRAU","PAPUA","ASMAT","AGT","UNIR SIRAU","AGT010","PA"
"PAPUA","KAB. ASMAT","JOERAT","PAPUA","ASMAT","AGT","JOERAT","AGT014","PA"
"PAPUA","KAB. ASMAT","PULAU TIGA","PAPUA","ASMAT","AGT","PULAU TIGA-AGT","AGT016","PA"
"PAPUA","KAB. ASMAT","JETSY","PAPUA","ASMAT","AGT","JETSY","AGT013","PA"
"PAPUA","KAB. ASMAT","DER KOUMUR","PAPUA","ASMAT","AGT","DER KOUMUR","AGT011","PA"
"PAPUA","KAB. ASMAT","KOPAY","PAPUA","ASMAT","AGT","KOPLAY","AGT015","PA"
"PAPUA","KAB. ASMAT","SAFAN","PAPUA","ASMAT","AGT","SAFAN","AGT017","PA"
"PAPUA","KAB. ASMAT","SIRETS","PAPUA","ASMAT","AGT","SIRETS","AGT018","PA"
"PAPUA","KAB. ASMAT","AYIP","PAPUA","ASMAT","AGT","AYIP","AGT020","PA"
"PAPUA","KAB. ASMAT","BETCBAMU","PAPUA","ASMAT","AGT","BETCBAMU","AGT012","PA"
"PAPUA","KAB. BIAK NUMFOR","BIAK KOTA","PAPUA","BIAK","BIK","BIAK KOTA","BIK001","PA"
"PAPUA","KAB. BIAK NUMFOR","BIAK UTARA","PAPUA","BIAK","BIK","BIAK UTARA","BIK006","PA"
"PAPUA","KAB. BIAK NUMFOR","BIAK TIMUR","PAPUA","BIAK","BIK","BIAK TIMUR","BIK005","PA"
"PAPUA","KAB. BIAK NUMFOR","NUMFOR BARAT","PAPUA","BIAK","BIK","NUMFOR BARAT","BIK008","PA"
"PAPUA","KAB. BIAK NUMFOR","NUMFOR TIMUR","PAPUA","BIAK","BIK","NUMFOR TIMUR","BIK009","PA"
"PAPUA","KAB. BIAK NUMFOR","BIAK BARAT","PAPUA","BIAK","BIK","BIAK BARAT","BIK004","PA"
"PAPUA","KAB. BIAK NUMFOR","WARSA","PAPUA","BIAK","BIK","WARSA","BIK016","PA"
"PAPUA","KAB. BIAK NUMFOR","PADAIDO","PAPUA","BIAK","BIK","PADAIDO","BIK012","PA"
"PAPUA","KAB. BIAK NUMFOR","YENDIDORI","PAPUA","BIAK","BIK","YENDIDORI","BIK018","PA"
"PAPUA","KAB. BIAK NUMFOR","SAMOFA","PAPUA","BIAK","BIK","SAMOFA","BIK014","PA"
"PAPUA","KAB. BIAK NUMFOR","YAWOSI","PAPUA","BIAK","BIK","YAWOSI","BIK017","PA"
"PAPUA","KAB. BIAK NUMFOR","ANDEY","PAPUA","BIAK","BIK","ANDEY","BIK003","PA"
"PAPUA","KAB. BIAK NUMFOR","SWANDIWE","PAPUA","BIAK","BIK","SWANDIWE","BIK015","PA"
"PAPUA","KAB. BIAK NUMFOR","BRUYADORI","PAPUA","BIAK","BIK","BRUYADORI","BIK007","PA"
"PAPUA","KAB. BIAK NUMFOR","ORKERI","PAPUA","BIAK","BIK","ORKERI","BIK011","PA"
"PAPUA","KAB. BIAK NUMFOR","POIRU","PAPUA","BIAK","BIK","POIRU","BIK013","PA"
"PAPUA","KAB. BIAK NUMFOR","AIMANDO PADAIDO","PAPUA","BIAK","BIK","AIMANDO PADAIDO","BIK002","PA"
"PAPUA","KAB. BIAK NUMFOR","ORIDEK","PAPUA","BIAK","BIK","ORIDEK","BIK010","PA"
"PAPUA","KAB. BIAK NUMFOR","BONDIFUAR","PAPUA","BIAK","BIK","BONDIFUAR","BIK019","PA"
"PAPUA","KAB. BOVEN DIGOEL","MANDOBO","PAPUA","BOVEN DIGOEL","BOD","MANDOBO","BOD010","PA"
"PAPUA","KAB. BOVEN DIGOEL","MINDIPTANA","PAPUA","BOVEN DIGOEL","BOD","MINDIPTANA","BOD012","PA"
"PAPUA","KAB. BOVEN DIGOEL","WAROPKO","PAPUA","BOVEN DIGOEL","BOD","WAROPKO","BOD014","PA"
"PAPUA","KAB. BOVEN DIGOEL","KOUH","PAPUA","BOVEN DIGOEL","BOD","KOUH","BOD009","PA"
"PAPUA","KAB. BOVEN DIGOEL","JAIR","PAPUA","BOVEN DIGOEL","BOD","JAIR","BOD007","PA"
"PAPUA","KAB. BOVEN DIGOEL","BOMAKIA","PAPUA","BOVEN DIGOEL","BOD","BOMAKIA","BOD003","PA"
"PAPUA","KAB. BOVEN DIGOEL","KOMBUT","PAPUA","BOVEN DIGOEL","BOD","KOMBUT","BOD008","PA"
"PAPUA","KAB. BOVEN DIGOEL","INIYANDIT","PAPUA","BOVEN DIGOEL","BOD","INIYANDIT","BOD006","PA"
"PAPUA","KAB. BOVEN DIGOEL","ARIMOP","PAPUA","BOVEN DIGOEL","BOD","ARIMOP","BOD002","PA"
"PAPUA","KAB. BOVEN DIGOEL","FOFI","PAPUA","BOVEN DIGOEL","BOD","FOFI","BOD005","PA"
"PAPUA","KAB. BOVEN DIGOEL","AMBATKWI","PAPUA","BOVEN DIGOEL","BOD","AMBATKWI","BOD001","PA"
"PAPUA","KAB. BOVEN DIGOEL","MANGGELUM","PAPUA","BOVEN DIGOEL","BOD","MANGGELUM","BOD011","PA"
"PAPUA","KAB. BOVEN DIGOEL","FIRIWAGE","PAPUA","BOVEN DIGOEL","BOD","FIRIWAGE","BOD004","PA"
"PAPUA","KAB. BOVEN DIGOEL","YANIRUMA","PAPUA","BOVEN DIGOEL","BOD","YANIRUMA","BOD015","PA"
"PAPUA","KAB. BOVEN DIGOEL","SUBUR","PAPUA","BOVEN DIGOEL","BOD","SUBUR","BOD013","PA"
"PAPUA","KAB. BOVEN DIGOEL","KOMBAY","PAPUA","BOVEN DIGOEL","BOD","KOMBAY","BOD018","PA"
"PAPUA","KAB. BOVEN DIGOEL","NINATI","PAPUA","BOVEN DIGOEL","BOD","NINATI","BOD019","PA"
"PAPUA","KAB. BOVEN DIGOEL","SESNUK","PAPUA","BOVEN DIGOEL","BOD","SESNUK","BOD020","PA"
"PAPUA","KAB. BOVEN DIGOEL","KI","PAPUA","BOVEN DIGOEL","BOD","KIA","BOD017","PA"
"PAPUA","KAB. BOVEN DIGOEL","KAWAGIT","PAPUA","BOVEN DIGOEL","BOD","KAWAGIT","BOD016","PA"
"PAPUA","KAB. DEIYAI","TIGI","PAPUA","DEIYAI","TIG","TIGI","TIG003","PA"
"PAPUA","KAB. DEIYAI","TIGI TIMUR","PAPUA","DEIYAI","TIG","TIGI TIMUR","TIG005","PA"
"PAPUA","KAB. DEIYAI","BOWOBADO","PAPUA","DEIYAI","TIG","BOWOBADO","TIG001","PA"
"PAPUA","KAB. DEIYAI","TIGI BARAT","PAPUA","DEIYAI","TIG","TIGI BARAT","TIG004","PA"
"PAPUA","KAB. DEIYAI","KAPIRAYA","PAPUA","DEIYAI","TIG","KAPIRAYA","TIG002","PA"
"PAPUA","KAB. DOGIYAI","KAMU","PAPUA","DOGIYAI","KIG","KAMU","KIG002","PA"
"PAPUA","KAB. DOGIYAI","MAPIA","PAPUA","DOGIYAI","KIG","MAPIA","KIG006","PA"
"PAPUA","KAB. DOGIYAI","PIYAIYE","PAPUA","DOGIYAI","KIG","PIYAIYE","KIG009","PA"
"PAPUA","KAB. DOGIYAI","KAMU UTARA","PAPUA","DOGIYAI","KIG","KAMU UTARA","KIG005","PA"
"PAPUA","KAB. DOGIYAI","SUKIKAI SELATAN","PAPUA","DOGIYAI","KIG","SUKIKAI SELATAN","KIG010","PA"
"PAPUA","KAB. DOGIYAI","MAPIA BARAT","PAPUA","DOGIYAI","KIG","MAPIA BARAT","KIG007","PA"
"PAPUA","KAB. DOGIYAI","KAMU SELATAN","PAPUA","DOGIYAI","KIG","KAMU SELATAN","KIG003","PA"
"PAPUA","KAB. DOGIYAI","KAMU TIMUR","PAPUA","DOGIYAI","KIG","KAMU TIMUR","KIG004","PA"
"PAPUA","KAB. DOGIYAI","MAPIA TENGAH","PAPUA","DOGIYAI","KIG","MAPIA TENGAH","KIG008","PA"
"PAPUA","KAB. DOGIYAI","DOGIYAI","PAPUA","DOGIYAI","KIG","DOGIYAI","KIG001","PA"
"PAPUA","KAB. INTAN JAYA","SUGAPA","PAPUA","INTAN JAYA","SUG","SUGAPA","SUG005","PA"
"PAPUA","KAB. INTAN JAYA","HOMEYO","PAPUA","INTAN JAYA","SUG","HOMEO","SUG004","PA"
"PAPUA","KAB. INTAN JAYA","WANDAI","PAPUA","INTAN JAYA","SUG","WANDAI","SUG006","PA"
"PAPUA","KAB. INTAN JAYA","BIANDOGA","PAPUA","INTAN JAYA","SUG","BIANDOGA","SUG002","PA"
"PAPUA","KAB. INTAN JAYA","AGISIGA","PAPUA","INTAN JAYA","SUG","AGISIGA","SUG001","PA"
"PAPUA","KAB. INTAN JAYA","HITADIPA","PAPUA","INTAN JAYA","SUG","HITADIPA","SUG003","PA"
"PAPUA","KAB. INTAN JAYA","UGIMBA","PAPUA","INTAN JAYA","SUG","UGIMBA","SUG007","PA"
"PAPUA","KAB. INTAN JAYA","TOMOSIGA","PAPUA","INTAN JAYA","SUG","TOMOSIGA","SUG008","PA"
